molecule_chembl_id,canonical_smiles,bioactivity_class,standard_value
CHEMBL22242,CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC,active,1.202
CHEMBL1276375,CCc1ccc(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1Cl,active,4.169
CHEMBL1276399,CCN1CCC[C@H]1CNC(=O)c1c(Cl)ccc(O)c1OC,active,64.57
CHEMBL1276400,CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(O)c1OC,active,8.71
CHEMBL1276401,CCN1CCC[C@H]1CNC(=O)c1cc(F)cc(O)c1OC,active,363.08
CHEMBL1276426,CCN1CCC[C@H]1CNC(=O)c1cc(Cl)cc(O)c1OC,active,38.9
CHEMBL1276427,CCN1CCC[C@H]1CNC(=O)c1c(Br)c(Cl)cc(O)c1OC,active,57.54
CHEMBL1276428,CCc1c(Cl)cc(O)c(OC)c1C(=O)NC[C@@H]1CCCN1CC,active,12.02
CHEMBL1276459,CCN1CCC[C@H]1CNC(=O)c1cc(Br)cc(O)c1OC,active,8.318
CHEMBL1276460,CCN1CCC[C@H]1CNC(=O)c1c(Cl)c(Br)cc(O)c1OC,active,16.98
CHEMBL1276461,CCN1CCC[C@H]1CNC(=O)c1c(Br)c(Br)cc(O)c1OC,active,25.7
CHEMBL1276494,CCN1CCC[C@H]1CNC(=O)c1c(OC)c(O)cc(Br)c1OC,active,1.413
CHEMBL1276495,CCN1CCC[C@H]1CNC(=O)c1c(OC)c(O)cc(Br)c1[N+](=O)[O-],active,186.21
CHEMBL1276496,CCN1CCC[C@H]1CNC(=O)c1cc(I)cc(O)c1OC,active,3.02
CHEMBL1276527,CCN1CCC[C@H]1CNC(=O)c1c(Cl)c(C)cc(O)c1OC,active,25.7
CHEMBL1276528,CCN1CCC[C@H]1CNC(=O)c1c(C)c(C)cc(O)c1OC,active,7.762
CHEMBL1276529,CCc1cc(O)c(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1,active,2.884
CHEMBL1276559,CCc1cc(O)c(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1F,active,1.514
CHEMBL1276560,CCc1cc(O)c(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1Cl,active,0.912
CHEMBL1276561,CCc1cc(O)c(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1Br,active,2.291
CHEMBL1276585,CCCc1cc(O)c(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1,active,0.5012
CHEMBL1276586,CCN1CCC[C@H]1CNC(=O)c1cc(OC)cc(O)c1OC,active,204.17
CHEMBL1276587,CCN1CCC[C@H]1CNC(=O)c1c(Br)c(OC)cc(O)c1OC,active,67.61
CHEMBL283099,CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1O,active,10.0
CHEMBL1276615,CCCc1cc(O)c(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1Cl,active,3.236
CHEMBL1276616,CCN1CCC[C@H]1CNC(=O)c1c(Br)c(C)cc(O)c1OC,active,5.495
CHEMBL1276645,CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(C)c1OC,active,5.248
CHEMBL1276646,CCc1c(Br)cc(O)c(OC)c1C(=O)NC[C@@H]1CCCN1CC,active,16.98
CHEMBL1276647,CCc1cc(O)c(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1CC,active,1.778
CHEMBL282925,CCc1ccc(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1OC,active,1.288
CHEMBL282024,CCN1CCC[C@H]1CNC(=O)c1c(OC)cccc1OC,active,52.48
CHEMBL1276677,CCc1ccc(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1,active,39.81
CHEMBL1276269,CCN1CCC[C@H]1CNC(=O)c1cccc(O)c1OC,active,316.23
CHEMBL1276710,CCN1CCC[C@H]1CNC(=O)c1c(Br)ccc(O)c1OC,active,56.23
CHEMBL1276711,CCN1CCC[C@H]1CNC(=O)c1c(C)c(Cl)cc(O)c1OC,active,10.96
CHEMBL1276712,CCN1CCC[C@H]1CNC(=O)c1c(OC)c(O)cc(Cl)c1OC,active,1.698
CHEMBL1276740,CCN1CCC[C@H]1CNC(=O)c1c(F)c(Br)cc(O)c1OC,active,7.079
CHEMBL1276741,CCN1CCC[C@H]1CNC(=O)c1c(C)c(Br)cc(O)c1OC,active,10.96
CHEMBL1276742,CCN1CCC[C@H]1CNC(=O)c1cc(C)cc(O)c1OC,active,19.05
CHEMBL1276766,CCCc1c(C)cc(O)c(OC)c1C(=O)NC[C@@H]1CCCN1CC,active,141.25
CHEMBL1276767,CCN1CCC[C@H]1CNC(=O)c1cc([N+](=O)[O-])cc(O)c1OC,intermediate,3019.95
CHEMBL1275709,CN(C)[C@@H]1CC[C@H](c2c[nH]c3ccc(C#N)cc23)C1,inactive,30000.0
CHEMBL1275791,CN(C)[C@H]1CC[C@@H](c2c[nH]c3ccc(F)cc23)C1,inactive,30000.0
CHEMBL1278088,Nn1c(CCCCN2CCN(c3ccc4ccccc4n3)CC2)nc2c(c1=O)CCCC2,active,100.0
CHEMBL1278088,Nn1c(CCCCN2CCN(c3ccc4ccccc4n3)CC2)nc2c(c1=O)CCCC2,active,1000.0
CHEMBL1642116,CN1CCN(c2ccc3c(c2)N(S(=O)(=O)c2ccc4ccccc4c2)CCC3=O)CC1,inactive,10000.0
CHEMBL1642117,CN1CCN(c2cccc3c2C(=O)CCN3S(=O)(=O)c2ccc3ccccc3c2)CC1,inactive,10000.0
CHEMBL1642118,CC1CC(=O)c2ccc(N3CCN(C)CC3)cc2N1S(=O)(=O)c1ccc2ccccc2c1,active,136.0
CHEMBL1642123,CC1CC(=O)c2c(N3CCN(C)CC3)cccc2N1S(=O)(=O)c1ccc2ccccc2c1,inactive,10000.0
CHEMBL1642126,CCC1CC(=O)c2c(N3CCN(C)CC3)cccc2N1S(=O)(=O)c1ccc2ccccc2c1,active,1000.0
CHEMBL1642128,Cc1cc(N2CCN(C)CC2)c2c(c1)N(S(=O)(=O)c1ccc3ccccc3c1)C(C)CC2=O,intermediate,1784.0
CHEMBL1255588,CC(C)(C)[C@@]1(O)CCN2C[C@@H]3c4ccccc4CCc4cccc(c43)[C@H]2C1,active,12.0
CHEMBL1774533,COc1ccc2oc(C(=O)NCCC(F)CN3CCN(c4cccc(Cl)c4Cl)CC3)cc2c1,intermediate,1600.0
CHEMBL1774538,COc1ccccc1N1CCN(CC(F)CCNC(=O)c2cc3ccccc3s2)CC1,active,421.0
CHEMBL26,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,active,10.28
CHEMBL521582,CCCN(CCC)CCc1ccc(OC)c(OCCc2ccccc2)c1.Cl,inactive,10000.0
CHEMBL1807825,CCOc1ccc(CCNCCCSCCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1,intermediate,3981.07
CHEMBL1807824,CCc1ccc(CCNCCCSCCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1,intermediate,2511.89
CHEMBL1807823,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCSCCCNCCc3ccccc3)c2s1,intermediate,3981.07
CHEMBL1807822,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCOCCOCCc3cccc4ccccc34)c2s1,active,1000.0
CHEMBL1807821,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCOCCOCCc3ccccc3)c2s1,active,794.33
CHEMBL1807820,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCSCCOCCc3cccc4ccccc34)c2s1,active,199.53
CHEMBL1807819,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCSCCCOCCc3ccccc3)c2s1,active,630.96
CHEMBL1807818,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCSCCOCCc3ccccc3)c2s1,active,1000.0
CHEMBL1807817,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCSCCCOCCc3ccccc3)c2s1,active,1000.0
CHEMBL82663,O=S(=O)(CCCOCCc1ccccc1)CCNCCc1ccc(O)c2nc(O)sc12,active,100.0
CHEMBL1346,NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1,inactive,25118.86
CHEMBL1256786,COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,inactive,10000.0
CHEMBL1807826,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCSCCCNCCc3cccc(C(F)(F)F)c3)c2s1,active,501.19
CHEMBL1807827,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCSCCCNCCc3cccc(Cl)c3)c2s1,active,794.33
CHEMBL1807828,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCSCCCNCCc3ccccc3Cl)c2s1,intermediate,1584.89
CHEMBL1807829,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCSCCCNCCc3cccc(Cl)c3Cl)c2s1,active,398.11
CHEMBL1807830,O=c1[nH]c2c(O)ccc([C@@H](O)CNCC[S+]([O-])CCCNCCc3cccc(Cl)c3)c2s1,intermediate,3162.28
CHEMBL1807831,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCS(=O)(=O)CCCNCCc3cccc(Cl)c3)c2s1,active,794.33
CHEMBL1807832,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCOCCCNCCc3cccc(Cl)c3)c2s1,intermediate,3162.28
CHEMBL1807869,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCSCCNCCc3cccc(Cl)c3)c2s1,intermediate,1584.89
CHEMBL1807870,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCSCCNCCc3ccccc3Cl)c2s1,active,1000.0
CHEMBL1807871,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCSCCNCCc3cccc(Cl)c3Cl)c2s1,active,1000.0
CHEMBL1807872,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCOCCNCCc3cccc(Cl)c3)c2s1,intermediate,2511.89
CHEMBL1807873,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCOCCNCCc3cccc(Cl)c3Cl)c2s1,intermediate,1995.26
CHEMBL1807874,CN(CCOCCCNC[C@H](O)c1ccc(O)c2[nH]c(=O)sc12)CCc1ccccc1,intermediate,2511.89
CHEMBL3216758,Cc1nc(C(=O)NCCN2CCN(c3cccc(Cl)c3Cl)CC2)c(C)n1-c1ccccc1.Cl.Cl.Cl.Cl,active,908.0
CHEMBL3216098,Cc1nc(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c(C)n1-c1ccccc1.Cl.Cl.Cl.Cl,intermediate,1369.0
CHEMBL49,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,active,323.0
CHEMBL493,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,active,1.582
CHEMBL508112,c1ccc2sc(SSc3nc4ccccc4s3)nc2c1,intermediate,5866.0
CHEMBL296419,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,intermediate,4521.0
CHEMBL1113,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,active,200.0
CHEMBL633,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,inactive,19952.0
CHEMBL1403281,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,active,1.95
CHEMBL629,CN(C)CCC=C1c2ccccc2CCc2ccccc21,intermediate,1009.0
CHEMBL305660,CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,intermediate,1149.1
CHEMBL64894,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1.[Cl-],intermediate,3178.0
CHEMBL808,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,inactive,12807.0
CHEMBL1385840,CC(C)[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,active,5.032
CHEMBL30008,Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1,active,352.0
CHEMBL119443,C[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,active,552.0
CHEMBL726,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,active,1.616
CHEMBL442,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21,active,4.3
CHEMBL1108,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,active,2.407
CHEMBL54,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,active,6.592
CHEMBL1626,CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,active,136.0
CHEMBL936,OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1,intermediate,3290.0
CHEMBL1729,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,active,473.0
CHEMBL1255837,CC(C)[C@@]1(NC(=O)[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O.CS(=O)(=O)O,active,1.474
CHEMBL964,CCN(CC)C(=S)SSC(=S)N(CC)CC,inactive,23018.0
CHEMBL104,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,inactive,12186.0
CHEMBL1732,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,active,8.88
CHEMBL411,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,inactive,13321.0
CHEMBL43064,C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,active,776.0
CHEMBL42,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,active,387.0
CHEMBL71,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,active,54.0
CHEMBL415,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,active,413.0
CHEMBL516,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,active,164.0
CHEMBL219916,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,active,2.647
CHEMBL723,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,active,146.0
CHEMBL564,CN(C)CCCN1c2ccccc2Sc2ccccc21,active,505.0
CHEMBL643,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,active,779.0
CHEMBL531,CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,active,111.0
CHEMBL1909072,NC(=O)C1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,active,4.05
CHEMBL715,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,active,118.0
CHEMBL716,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,intermediate,1329.9
CHEMBL728,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,active,11.0
CHEMBL1065,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,active,807.0
CHEMBL21731,CNCCCC12CCC(c3ccccc31)c1ccccc12,intermediate,3463.0
CHEMBL86,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,active,127.0
CHEMBL91,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,inactive,12504.0
CHEMBL19215,CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21,active,63.0
CHEMBL1221512,CC[C@H](C)[C@@H](CO[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCS(C)(=O)=O)C(=O)OC(C)C)NC[C@@H](N)CS,active,157.0
CHEMBL157138,CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,active,2.86
CHEMBL1909065,CO[C@@H]1[C@@H](OC)[C@H](C)[C@@](O)(CC(=O)O)O[C@H]1[C@H](C)[C@H]1O[C@@]2(CC[C@@](C)([C@H]3CC[C@@](C)([C@@H]4O[C@@H]([C@H]5O[C@](C)(O)[C@H](C)C[C@@H]5C)C[C@@H]4O[C@@H]4C[C@H](OC)[C@@H](OC)[C@H](C)O4)O3)O2)C[C@H](O)[C@H]1C,active,702.0
CHEMBL1201356,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,active,829.0
CHEMBL267044,CCN1CCC[C@H]1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,active,128.0
CHEMBL141343,Cc1c(C)c2c(c(C)c1O)CCC(C)(CN1CCN(c3cc(N4CCCC4)nc(N4CCCC4)n3)CC1)O2,inactive,16760.0
CHEMBL15245,COC(=O)[C@@H]1[C@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C[C@@H]2CC[C@@H]1O,intermediate,2060.0
CHEMBL479,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,active,35.0
CHEMBL83,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,inactive,13885.0
CHEMBL84158,CCN(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC,intermediate,1232.0
CHEMBL85,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,active,20.0
CHEMBL26,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,active,205.0
CHEMBL17157,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,intermediate,6167.0
CHEMBL81,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,intermediate,1174.0
CHEMBL1624037,CCOC(=O)N1CCC(NCCNC(=O)c2ccccc2C)CC1,intermediate,4500.0
CHEMBL1916224,CCOC(=O)N1CCC(N2CCC[C@@H](NC(=O)c3ccccc3C)C2)CC1,inactive,30000.0
CHEMBL1934127,CC(=O)N[C@@H]1CC2(CCN(Cc3ccc4[nH]c5ccc(Cl)cc5c4c3)CC2)c2ccccc21,active,500.0
CHEMBL1934130,CC(=O)N[C@@H]1CC2(CCN(Cc3ccc4c(c3)c3ccccc3n4C(N)=O)CC2)c2ccccc21,intermediate,1500.0
CHEMBL1947157,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCCc4c(Cl)cccc4Cl)c3)c2s1,active,251.19
CHEMBL1944689,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3ccc(CNCCc4c(Cl)cccc4Cl)cc3)c2s1,active,1000.0
CHEMBL1944690,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCCc4ccccc4Cl)c3)c2s1,active,630.96
CHEMBL1944691,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCCc4ccccc4F)c3)c2s1,active,398.11
CHEMBL1944692,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3ccc(CNCCc4ccccc4F)cc3)c2s1,intermediate,1995.26
CHEMBL1944693,COc1ccccc1CCNCc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1,active,794.33
CHEMBL1944694,COc1ccccc1CCNCc1ccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1,active,630.96
CHEMBL1944695,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3ccc(CNCCc4ccccc4)cc3)c2s1,intermediate,1995.26
CHEMBL1945031,Cc1cccc2c(CCNCc3cccc(CCNC[C@H](O)c4ccc(O)c5[nH]c(=O)sc45)c3)c[nH]c12,active,398.11
CHEMBL1945032,Cc1cccc2c(CCNCc3ccc(CCNC[C@H](O)c4ccc(O)c5[nH]c(=O)sc45)cc3)c[nH]c12,active,794.33
CHEMBL1945033,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCCc4ccccn4)c3)c2s1,intermediate,1584.89
CHEMBL1945034,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3ccc(CNCCc4ccccn4)cc3)c2s1,intermediate,2511.89
CHEMBL1945035,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3ccccc3CNCCc3ccccc3F)c2s1,active,794.33
CHEMBL1945036,CC(CNCc1ccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1)c1ccccc1,intermediate,2511.89
CHEMBL1945037,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCCCc4ccccc4)c3)c2s1,active,316.23
CHEMBL1945038,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCCCc4ccccn4)c3)c2s1,intermediate,2511.89
CHEMBL1945039,COc1ccccc1CNCc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1,active,1000.0
CHEMBL1945040,COc1ccccc1CNCc1ccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1,intermediate,2511.89
CHEMBL1945041,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCc4ccccc4Cl)c3)c2s1,active,251.19
CHEMBL1945042,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCc4ccccc4F)c3)c2s1,active,630.96
CHEMBL1945043,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCc4ccccn4)c3)c2s1,intermediate,5011.87
CHEMBL1945044,COc1cccc(CNCc2cccc(CCNC[C@H](O)c3ccc(O)c4[nH]c(=O)sc34)c2)c1,active,794.33
CHEMBL1945289,COc1ccc(CNCc2cccc(CCNC[C@H](O)c3ccc(O)c4[nH]c(=O)sc34)c2)cc1,active,794.33
CHEMBL1945290,CCOc1ccccc1CNCc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1,intermediate,1258.93
CHEMBL1945291,COc1ccccc1CN(C)Cc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1,active,1000.0
CHEMBL1945292,COCCNCc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1,active,794.33
CHEMBL1945293,COCCNCc1ccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1,inactive,10000.0
CHEMBL1945294,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CN4CCCC4)c3)c2s1,intermediate,3162.28
CHEMBL1945296,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCc3cccc(CNCCc4c(Cl)cccc4Cl)c3)c2s1,active,79.43
CHEMBL1945297,CC(Cc1cccc(CNCCc2c(Cl)cccc2Cl)c1)NC[C@H](O)c1ccc(O)c2[nH]c(=O)sc12,active,125.89
CHEMBL1945298,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCOc3cccc(CNCCc4ccccc4F)c3)c2s1,active,398.11
CHEMBL1945299,COc1ccccc1CNCCc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1,active,1000.0
CHEMBL1945300,OCc1cc([C@@H](O)CNCCc2ccc(CNCCc3ccccc3)cc2)ccc1O,intermediate,7943.28
CHEMBL1945503,O=c1ccc2c([C@@H](O)CNCCc3cccc(CNCCc4ccccn4)c3)ccc(O)c2[nH]1,inactive,10000.0
CHEMBL1945504,COc1ccccc1CNCc1ccc(CCNC[C@@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1,intermediate,1995.26
CHEMBL2016621,CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)CCCCCCCCCCCCCCCCCCC(=O)NN3c4ccc(Cl)cc4N=C(N4CCN(C)CC4)c4ccccc43)c3ccccc32)CC1,inactive,10000.0
CHEMBL2016620,CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)CCCCCCCCCCCCCCCCC(=O)NN3c4ccc(Cl)cc4N=C(N4CCN(C)CC4)c4ccccc43)c3ccccc32)CC1,inactive,10000.0
CHEMBL2016619,CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)CCCCCCCCCCCCC(=O)NN3c4ccc(Cl)cc4N=C(N4CCN(C)CC4)c4ccccc43)c3ccccc32)CC1,inactive,10000.0
CHEMBL2016618,CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)CCCCCCCCCCC(=O)NN3c4ccc(Cl)cc4N=C(N4CCN(C)CC4)c4ccccc43)c3ccccc32)CC1,inactive,10000.0
CHEMBL2016617,CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)CCCCCCCCC(=O)NN3c4ccc(Cl)cc4N=C(N4CCN(C)CC4)c4ccccc43)c3ccccc32)CC1,inactive,10000.0
CHEMBL2016616,CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)CCCCCCC(=O)NN3c4ccc(Cl)cc4N=C(N4CCN(C)CC4)c4ccccc43)c3ccccc32)CC1,intermediate,2440.0
CHEMBL2016615,CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)CCCCC(=O)NN3c4ccc(Cl)cc4N=C(N4CCN(C)CC4)c4ccccc43)c3ccccc32)CC1,intermediate,2078.0
CHEMBL2016614,CCCCCCCCCC(=O)NN1c2ccc(Cl)cc2N=C(N2CCN(C)CC2)c2ccccc21,intermediate,8939.0
CHEMBL2016613,CN1CCN(C2=Nc3cc(Cl)ccc3N(C(=O)CCCCCCCCCCCCCCCCCCC(=O)N3c4ccc(Cl)cc4N=C(N4CCN(C)CC4)c4ccccc43)c3ccccc32)CC1,inactive,10000.0
CHEMBL2016612,CN1CCN(C2=Nc3cc(Cl)ccc3N(C(=O)CCCCCCCCCCCCCCCCC(=O)N3c4ccc(Cl)cc4N=C(N4CCN(C)CC4)c4ccccc43)c3ccccc32)CC1,inactive,10000.0
CHEMBL2016611,CN1CCN(C2=Nc3cc(Cl)ccc3N(C(=O)CCCCCCCCCCCCC(=O)N3c4ccc(Cl)cc4N=C(N4CCN(C)CC4)c4ccccc43)c3ccccc32)CC1,inactive,10000.0
CHEMBL2016610,CN1CCN(C2=Nc3cc(Cl)ccc3N(C(=O)CCCCCCCCCCC(=O)N3c4ccc(Cl)cc4N=C(N4CCN(C)CC4)c4ccccc43)c3ccccc32)CC1,inactive,10000.0
CHEMBL2016609,CN1CCN(C2=Nc3cc(Cl)ccc3N(C(=O)CCCCCCCCC(=O)N3c4ccc(Cl)cc4N=C(N4CCN(C)CC4)c4ccccc43)c3ccccc32)CC1,inactive,10000.0
CHEMBL2016608,CN1CCN(C2=Nc3cc(Cl)ccc3N(C(=O)CCCCCCC(=O)N3c4ccc(Cl)cc4N=C(N4CCN(C)CC4)c4ccccc43)c3ccccc32)CC1,intermediate,2662.0
