molecule_chembl_id,canonical_smiles,bioactivity_class,standard_value
CHEMBL212847,N#Cc1cccc(/C(CCN2CCN(c3ccccn3)CC2)=N/O)c1,inactive,10000.0
CHEMBL212902,O/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,inactive,10000.0
CHEMBL384529,O/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccc(Cl)cc1,inactive,10000.0
CHEMBL214343,O/N=C(\CCN1CCN(c2ccccn2)CC1)c1cc(F)cc(F)c1,inactive,10000.0
CHEMBL211985,Cc1cc(C)cc(/C(CCN2CCN(c3ccccn3)CC2)=N/O)c1,inactive,10000.0
CHEMBL385826,CO/N=C(/CCN1CCN(c2ccccn2)CC1)c1ccccc1,inactive,10000.0
CHEMBL212782,CCO/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccccc1,inactive,10000.0
CHEMBL213572,CCO/N=C(/CCN1CCN(c2ccccn2)CC1)c1ccccc1,inactive,10000.0
CHEMBL212831,CCCO/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccccc1,inactive,10000.0
CHEMBL261957,CCCCO/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccccc1,inactive,10000.0
CHEMBL376639,CC(C)O/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccccc1,inactive,10000.0
CHEMBL213700,C=CCO/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccccc1,inactive,10000.0
CHEMBL376955,N#CCO/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccccc1,inactive,10000.0
CHEMBL411545,CCO/N=C(\CCN1CCN(c2cccc(OC)c2)CC1)c1ccccc1,inactive,10000.0
CHEMBL212607,CCO/N=C(\CCN1CCN(c2ccccc2OC)CC1)c1ccccc1,inactive,10000.0
CHEMBL386867,CCO/N=C(\CCN1CCN(c2ccccc2C#N)CC1)c1ccccc1,inactive,10000.0
CHEMBL213246,CCO/N=C(\CCN1CCN(c2ccccc2)CC1)c1ccccc1,inactive,10000.0
CHEMBL215670,N#Cc1cccnc1N1CCN(CC/C(=N\O)c2ccccc2)CC1,inactive,10000.0
CHEMBL438961,N#Cc1cccnc1N1CCN(CC/C(=N/O)c2ccccc2)CC1,inactive,10000.0
CHEMBL211972,O/N=C(\CCN1CCN(c2ncccn2)CC1)c1ccccc1,inactive,10000.0
CHEMBL212804,O/N=C(/CCN1CCN(c2ncccn2)CC1)c1ccccc1,inactive,10000.0
CHEMBL212545,O/N=C(\CCN1CCN(c2nccs2)CC1)c1ccccc1,inactive,10000.0
CHEMBL215569,CO/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccc(Cl)c(C)c1,inactive,10000.0
CHEMBL213558,CO/N=C(/CCN1CCN(c2ccccn2)CC1)c1ccc(Cl)c(Cl)c1,inactive,10000.0
CHEMBL378324,CO/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccc(Cl)c(Cl)c1,inactive,10000.0
CHEMBL214203,CCO/N=C(\CCN1CCN(c2ccc(OC)cc2)CC1)c1ccccc1,inactive,10000.0
CHEMBL215704,CCO/N=C(\CCN1CCN(c2cccc(OCC)c2)CC1)c1ccccc1,inactive,10000.0
CHEMBL2113243,CO/N=C(\CCN1CCN(c2ccccc2OC(C)C)CC1)c1ccc(F)cc1,inactive,10000.0
CHEMBL2113244,CO/N=C(/CCN1CCN(c2ccccc2OC(C)C)CC1)c1ccc(F)cc1,inactive,10000.0
CHEMBL213398,CCO/N=C(\CCN1CCN(c2ncccc2C#N)CC1)c1ccccc1,inactive,10000.0
CHEMBL379597,CCO/N=C(\CCN1CCN(c2ncccc2C)CC1)c1ccccc1,inactive,10000.0
CHEMBL377023,CCO/N=C(\CCN1CCN(c2ncccn2)CC1)c1ccccc1,inactive,10000.0
CHEMBL377388,CCO/N=C(\CCN1CCN(c2nccs2)CC1)c1ccccc1,inactive,10000.0
CHEMBL212073,CO/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccccc1Cl,inactive,10000.0
CHEMBL212290,CO/N=C(/CCN1CCN(c2ccccn2)CC1)c1ccccc1Cl,inactive,10000.0
CHEMBL437687,CO/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccccc1C,inactive,10000.0
CHEMBL213486,CO/N=C(/CCN1CCN(c2ccccn2)CC1)c1ccccc1C,inactive,10000.0
CHEMBL212872,CO/N=C(/CCN1CCN(c2ccccn2)CC1)c1ccc(Br)cc1,inactive,10000.0
CHEMBL377585,CO/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccc(Br)cc1,inactive,10000.0
CHEMBL212236,CO/N=C(/CCN1CCN(c2ccccn2)CC1)c1ccc(Cl)cc1,inactive,10000.0
CHEMBL212235,CO/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccc(Cl)cc1,inactive,10000.0
CHEMBL427048,CO/N=C(/CCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,inactive,10000.0
CHEMBL426510,CO/N=C(\CCN1CCN(c2ccccn2)CC1)c1cccc(F)c1,inactive,10000.0
CHEMBL213164,CO/N=C(/CCN1CCN(c2ccccn2)CC1)c1cccc(F)c1,inactive,10000.0
CHEMBL212784,CO/N=C(\CCN1CCN(c2ccccn2)CC1)c1cccc(Cl)c1,inactive,10000.0
CHEMBL211930,CO/N=C(/CCN1CCN(c2ccccn2)CC1)c1cccc(Cl)c1,inactive,10000.0
CHEMBL212861,CO/N=C(\CCN1CCN(c2ccccn2)CC1)c1cccc(C)c1,inactive,10000.0
CHEMBL212903,CO/N=C(/CCN1CCN(c2ccccn2)CC1)c1cccc(C)c1,inactive,10000.0
CHEMBL437493,CO/N=C(\CCN1CCN(c2ccccn2)CC1)c1cccc(C#N)c1,inactive,10000.0
CHEMBL211836,CO/N=C(/CCN1CCN(c2ccccn2)CC1)c1cccc(C#N)c1,inactive,10000.0
CHEMBL212969,CO/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,inactive,10000.0
CHEMBL213518,O/N=C(/CCN1CCN(c2ccccn2)CC1)c1cc(F)cc(F)c1,inactive,10000.0
CHEMBL45244,Cc1cccc(C(=O)NCN2CCN(c3ccccc3C#N)CC2)c1,inactive,10000.0
CHEMBL209645,CO/N=C(/CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,inactive,10000.0
CHEMBL212901,CCO/N=C1/c2ccccc2CCC1CN1CCN(c2ccccn2)CC1,inactive,10000.0
CHEMBL378302,CO/N=C(/c1cccnc1)C(O)CN1CCN(c2ccccn2)CC1,inactive,10000.0
CHEMBL211360,CO/N=C(/c1ccc(Cl)cc1)C(COC(C)C)CN1CCN(c2ccccn2)CC1,inactive,10000.0
CHEMBL212288,CO/N=C(/c1ccc(Cl)cc1)C(CNOC)CN1CCN(c2ccccn2)CC1,inactive,10000.0
CHEMBL213004,CO/N=C(/c1ccc(Cl)cc1)C(C)CN1CCN(c2ccccn2)CC1,inactive,10000.0
CHEMBL212028,COC(CN1CCN(c2ccccn2)CC1)/C(=N\O)c1cccc(C)c1,inactive,10000.0
CHEMBL211623,COC(CN1CCN(c2ccccn2)CC1)/C(=N/O)c1cccc(C)c1,inactive,10000.0
CHEMBL215723,Cc1cccc(/C(=N/O)C(O)CN2CCN(c3ccccn3)CC2)c1,inactive,10000.0
CHEMBL211463,Cc1cccc(/C(=N\O)C(O)CN2CCN(c3ccccn3)CC2)c1,inactive,10000.0
CHEMBL212490,CO/N=C(/c1ccc(Cl)cc1)C(CN1CCN(c2ccccn2)CC1)OC,inactive,10000.0
CHEMBL213208,CO/N=C(\c1ccc(Cl)cc1)C(CN1CCN(c2ccccn2)CC1)OC,inactive,10000.0
CHEMBL441529,CO/N=C(/c1ccc(Cl)cc1)C(O)CN1CCN(c2ccccn2)CC1,inactive,10000.0
CHEMBL214247,CO/N=C(\c1ccc(Cl)cc1)C(O)CN1CCN(c2ccccn2)CC1,inactive,10000.0
CHEMBL213828,CO/N=C(\CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,inactive,10000.0
CHEMBL211415,O/N=C(/CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,inactive,10000.0
CHEMBL209447,O/N=C(\CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,inactive,10000.0
CHEMBL212891,CO/N=C(\CN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,inactive,10000.0
CHEMBL378427,O/N=C(\CN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,inactive,10000.0
CHEMBL212595,CO/N=C(/CN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,inactive,10000.0
CHEMBL211732,CO/N=C(\CCN1CCN(c2ccccn2)CC1)c1cc(F)cc(F)c1,inactive,10000.0
CHEMBL215705,CO/N=C(/CCN1CCN(c2ccccn2)CC1)c1cc(F)cc(F)c1,inactive,10000.0
CHEMBL377794,CO/N=C(\CCN1CCN(c2ccccn2)CC1)c1cc(C)cc(C)c1,inactive,10000.0
CHEMBL212393,CO/N=C(/CCN1CCN(c2ccccn2)CC1)c1cc(C)cc(C)c1,inactive,10000.0
CHEMBL209759,CO/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccc(Cl)cc1Cl,inactive,10000.0
CHEMBL211829,CO/N=C(/CCN1CCN(c2ccccn2)CC1)c1ccc(Cl)cc1Cl,inactive,10000.0
CHEMBL378576,CO/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccc(F)c(Cl)c1,inactive,10000.0
CHEMBL211902,CO/N=C(/CCN1CCN(c2ccccn2)CC1)c1ccc(F)c(Cl)c1,inactive,10000.0
CHEMBL215450,CO/N=C(/CCN1CCN(c2ccccn2)CC1)c1ccc(Cl)c(C)c1,inactive,10000.0
CHEMBL212444,CO/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccc(C)c(C)c1,inactive,10000.0
CHEMBL215678,CO/N=C(/CCN1CCN(c2ccccn2)CC1)c1ccc(C)c(C)c1,inactive,10000.0
CHEMBL212291,CO/N=C(/CCN1CCN(c2ccccn2)CC1)c1cccnc1,inactive,10000.0
CHEMBL212292,CO/N=C(\CCN1CCN(c2ccccn2)CC1C)c1ccc(Cl)cc1,inactive,10000.0
CHEMBL214197,CO/N=C(/CCN1CCN(c2ccccn2)CC1C)c1ccc(Cl)cc1,inactive,10000.0
CHEMBL210101,CO/N=C(\CCN1CCC(c2ccccn2)CC1)c1ccc(Cl)cc1,inactive,10000.0
CHEMBL437532,CO/N=C(/CCN1CCC(c2ccccn2)CC1)c1ccc(Cl)cc1,inactive,10000.0
CHEMBL213097,CO/N=C(\CCN1CCC(c2cccc[n+]2[O-])CC1)c1ccc(Cl)cc1,inactive,10000.0
CHEMBL379546,CO/N=C(/CCN1CCC(c2cccc[n+]2[O-])CC1)c1ccc(Cl)cc1,inactive,10000.0
CHEMBL211831,CO/N=C(\CCN1CCCC(c2ccccn2)C1)c1ccc(Cl)cc1,inactive,10000.0
CHEMBL209472,O/N=C(/CN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,inactive,10000.0
CHEMBL214314,O/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccccc1,inactive,10000.0
CHEMBL216228,Cc1nc(N2CCCC2)nc2ccc(NC(=O)COc3ccc(Cl)cc3)cc12,inactive,100000.0
CHEMBL300780,O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc2c(c1)Cc1ccccc1-2,intermediate,1280.0
CHEMBL244989,COc1ccccc1N1CCN(C/C=C/CNC(=O)c2ccc3c(c2)Cc2ccccc2-3)CC1,active,179.0
CHEMBL394541,COc1ccccc1N1CCN(C/C=C/CNC(=O)c2ccc(-c3ccccn3)cc2)CC1,active,175.0
CHEMBL244774,O=C(NC/C=C/CN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(-c2cccc[n+]2[O-])cc1,active,22.9
CHEMBL244773,Cc1cccnc1-c1ccc(C(=O)NC/C=C/CN2CCN(c3cccc(Cl)c3Cl)CC2)cc1,active,368.0
CHEMBL398175,Cc1cccc(-c2ccc(C(=O)NC/C=C/CN3CCN(c4cccc(Cl)c4Cl)CC3)cc2)n1,intermediate,1300.0
CHEMBL244562,O=C(NC/C=C/CN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(-c2cccc(=O)[nH]2)cc1,active,41.0
CHEMBL241973,COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(-c3ccccn3)cc2)CC1,active,107.0
CHEMBL110365,COc1ccccc1N1CCN(CCCCNC(=O)c2ccc3c(c2)Cc2ccccc2-3)CC1,active,224.0
CHEMBL180010,O=C(NC/C=C/CN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(-c2ccccn2)cc1,active,80.9
CHEMBL231156,O=C(NC[C@H]1C[C@@H]1CN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(-c2ccccn2)cc1,active,672.0
CHEMBL390253,O=C(NCC(O)CCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(-c2ccccn2)cc1,active,88.3
CHEMBL399203,O=[N+]([O-])c1cc(O)c2c(c1)S(=O)(=O)N=C(Nc1ccccc1Oc1ccccc1)N2,intermediate,3200.0
CHEMBL250689,CC(=O)c1cccc(NC(=O)N[C@@H]2CCCC[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)c1,active,1000.0
CHEMBL249854,CC(=O)c1sc(NC(=O)N[C@@H]2CN(C(C)=O)CC[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)nc1C,active,640.0
CHEMBL220808,Fc1ccc(-c2cncc(CNC[C@H]3CCc4ccccc4O3)c2)cc1,active,6.0
CHEMBL273041,c1ccc(CCCN2CCN(Cc3ccccc3)CC2)cc1,active,100.0
CHEMBL259415,Cc1cccc(N2CCN(CCCC(=O)NCc3nc4ccccc4c(=O)n3-c3ccccc3)CC2)c1C,intermediate,6900.0
CHEMBL261102,Cc1cccc(N2CCN(CCCC(=O)NCc3nc4cc(F)ccc4c(=O)n3-c3ccccc3)CC2)c1C,intermediate,1500.0
CHEMBL261019,O=C(CCCN1CCN(c2cccc(C(F)(F)F)c2)CC1)NCc1nc2cc(F)ccc2c(=O)n1-c1ccccc1,intermediate,6600.0
CHEMBL261434,Cc1cccc(N2CCN(CCCC(=O)NCc3nc4ccc(F)cc4c(=O)n3-c3ccccc3)CC2)c1C,intermediate,4000.0
CHEMBL259776,COc1ccccc1N1CCN(CCCC(=O)NCc2nc3ccc(F)cc3c(=O)n2-c2ccccc2)CC1,intermediate,5300.0
CHEMBL260907,CCOc1ccccc1N1CCN(CCCC(=O)NCc2nc3ccc(F)cc3c(=O)n2-c2ccccc2)CC1,active,1000.0
CHEMBL259199,CCOc1ccccc1N1CCN(CCCC(=O)NCc2nc3cc(F)ccc3c(=O)n2-c2ccc(OC)cc2)CC1,intermediate,1500.0
CHEMBL406221,CCOc1ccccc1N1CCN(CCCC(=O)NCc2nc3ccc(F)cc3c(=O)n2-c2ccc(OC)cc2)CC1,active,140.0
CHEMBL250699,COc1cc(NC(=O)c2ccc(-c3ccc(Cl)cc3)o2)cc(OC)c1,inactive,10000.0
CHEMBL392158,C=CCN1CCC[C@H]1CNC(=O)c1cc(CCCF)cc(OC)c1OC,active,5.0
CHEMBL502017,C=CCN1CCC[C@H]1CNC(=O)c1cc(CCCCl)cc(OC)c1OC,active,17.1
CHEMBL496739,Cc1cccc(N2CCN(CCCCNC(=O)c3cc4ccccc4o3)CC2)c1,active,584.0
CHEMBL496739,Cc1cccc(N2CCN(CCCCNC(=O)c3cc4ccccc4o3)CC2)c1,intermediate,1240.0
CHEMBL503468,O=C(Nc1ccc2[nH]cc(C3CCN(CCCCCCCN4CCC(c5c[nH]c6ccc(NC(=O)c7ccc(F)cc7)cc56)CC4)CC3)c2c1)c1ccc(F)cc1,active,700.0
CHEMBL3084502,O[C@]1(c2ccc(Cl)cc2)C[C@H]2CC[C@@H](C1)N2Cc1c[nH]c2ccccc12,active,48.3
CHEMBL445102,OC1(c2ccc(Cl)cc2)CCN(Cc2c[nH]c3ccccc23)CC1,active,4.46
CHEMBL3084515,O[C@@]1(c2ccc(Cl)cc2)C[C@H]2CC[C@@H](C1)N2Cc1coc2ccccc12,active,1.92
CHEMBL3084512,O[C@@]1(c2ccc(Cl)cc2)C[C@H]2CC[C@@H](C1)N2Cc1csc2ccccc12,active,26.2
CHEMBL3084503,O[C@@]1(c2ccc(Cl)c(Cl)c2)C[C@H]2CC[C@@H](C1)N2Cc1c[nH]c2ccccc12,active,210.0
CHEMBL461571,Cc1c(C(=O)c2ccc(Cl)cc2)c2ccc(OC(F)(F)F)cc2n1Cc1cccc(O[C@H](C)C(=O)O)c1,intermediate,3550.0
CHEMBL522460,Cc1ccccc1CN1CCC(N2CCC(n3c(=O)[nH]c4ccccc43)CC2)CC1,intermediate,5100.0
CHEMBL486758,O=c1[nH]c2c(F)cccc2n1C1CCN(C2CCN(S(=O)(=O)c3ccccc3)CC2)CC1,inactive,10000.0
CHEMBL485755,O=c1[nH]c2cc(F)ccc2n1C1CCN(C2CCN(S(=O)(=O)c3ccccc3)CC2)CC1,intermediate,3600.0
CHEMBL485953,O=c1[nH]c2ccc(F)cc2n1C1CCN(C2CCN(S(=O)(=O)c3ccccc3)CC2)CC1,inactive,10000.0
CHEMBL521030,O=c1[nH]c2cc(Cl)ccc2n1C1CCN(C2CCN(S(=O)(=O)c3ccccc3)CC2)CC1,intermediate,2300.0
CHEMBL487984,O=c1[nH]c2cc(Br)ccc2n1C1CCN(C2CCN(S(=O)(=O)c3ccccc3)CC2)CC1,intermediate,2700.0
CHEMBL487788,O=C(Nc1cccc(SC(F)(F)F)c1)N1CCC(N2CCC(n3c(=O)[nH]c4c(F)cccc43)CC2)CC1,intermediate,1100.0
CHEMBL487985,O=C(Nc1cccc(SC(F)(F)F)c1)N1CCC(N2CCC(n3c(=O)[nH]c4ccc(F)cc43)CC2)CC1,intermediate,1900.0
CHEMBL487986,O=C(Nc1cccc(SC(F)(F)F)c1)N1CCC(N2CCC(n3c(=O)[nH]c4cc(Cl)ccc43)CC2)CC1,inactive,10000.0
CHEMBL1255588,CC(C)(C)[C@@]1(O)CCN2C[C@@H]3c4ccccc4CCc4cccc(c43)[C@H]2C1,active,8.7
CHEMBL522460,Cc1ccccc1CN1CCC(N2CCC(n3c(=O)[nH]c4ccccc43)CC2)CC1,intermediate,2650.0
CHEMBL478034,O=c1[nH]c2ccccc2n1C1CCN(C2CCN(Cc3ccccc3[N+](=O)[O-])CC2)CC1,intermediate,1130.0
CHEMBL477821,O=c1[nH]c2ccccc2n1C1CCN(C2CCN(Cc3ccccc3Cl)CC2)CC1,intermediate,2060.0
CHEMBL491209,CCOC(=O)N1CCC(N2CCC(n3c(=O)[nH]c4ccccc43)CC2)CC1,inactive,10000.0
CHEMBL491818,O=c1[nH]c2ccc(F)cc2n1C1CCN(C2CCN(Cc3ccccc3C(F)(F)F)CC2)CC1,inactive,10000.0
CHEMBL489576,O=c1[nH]c2cc(F)ccc2n1C1CCN(C2CCN(Cc3ccccc3C(F)(F)F)CC2)CC1,intermediate,2690.0
CHEMBL521914,O=c1[nH]c2c(F)cccc2n1C1CCN(C2CCN(Cc3ccccc3C(F)(F)F)CC2)CC1,inactive,10000.0
CHEMBL490797,Cc1ccccc1CN1CCC(N2CCC(n3c(=O)[nH]c4ccc(F)cc43)CC2)CC1,inactive,10000.0
CHEMBL490598,Cc1ccccc1CN1CCC(N2CCC(n3c(=O)[nH]c4c(F)cccc43)CC2)CC1,inactive,10000.0
CHEMBL475306,COCCN(CCOC)c1nc(C)nc2c(-c3ccc(OC)cc3C)c(C)nn12,active,1000.0
CHEMBL484158,CCC(CC)Nc1nc(C)nc2c(-c3cc(F)c(OC)cc3Cl)c(C)nn12,active,1000.0
CHEMBL483993,COCCN(CCOC)c1nc(C)nc2c(-c3cc(C)c(OC)cc3C)c(C)nn12,active,1000.0
CHEMBL506214,CC[C@@H](C)Nc1nc(C)nc2c(-c3c(C)cc(OC)cc3OC)c(C)nn12,active,1000.0
CHEMBL468176,Fc1ccc(-c2noc(C3CCN(c4cnc5ccc(Cl)cc5c4)CC3)n2)c(Cl)c1,inactive,50000.0
CHEMBL1255588,CC(C)(C)[C@@]1(O)CCN2C[C@@H]3c4ccccc4CCc4cccc(c43)[C@H]2C1,active,15.0
CHEMBL516452,O=C(Nc1ccc(Oc2cccnc2Cl)nc1)c1c[nH]c2ccccc12,inactive,10000.0
CHEMBL479952,O=C(Nc1ccc(Oc2cccnc2)nc1)c1c[nH]c2ccccc12,inactive,10000.0
CHEMBL519103,Cc1ccc2c(C(=O)Nc3ccc(Oc4cccnc4C)nc3)c[nH]c2c1,inactive,10000.0
CHEMBL480699,COc1ccc2[nH]cc(C(=O)Nc3ccc(Oc4cccnc4C)nc3)c2c1,inactive,10000.0
CHEMBL480127,Cc1ccc2[nH]cc(C(=O)Nc3ccc(Oc4cccnc4C)nc3)c2c1,inactive,10000.0
CHEMBL14460,Cc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1ccc(Oc3cccnc3C)nc1)CC2,active,1000.0
CHEMBL582945,COc1ccccc1N1CCN(CCCn2cc(CCCCN3CCc4cc(O)c(O)cc4C(c4cccc(C)c4)C3)nn2)CC1,intermediate,1570.0
CHEMBL574700,COc1ccccc1N1CCN(CCCc2cn(CCCN3CCc4cc(O)c(O)cc4C(c4ccccc4C)C3)nn2)CC1,active,480.0
CHEMBL21343,CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2NC1,inactive,10000.0
CHEMBL584554,CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C(=O)Nc2ccccc2)C1,intermediate,1590.0
CHEMBL576315,NCCn1cc(S(=O)(=O)c2ccccc2)c2cccnc21,intermediate,5000.0
CHEMBL571858,CN(C)CCn1cc(S(=O)(=O)c2cccc(F)c2)c2cccnc21,intermediate,5000.0
CHEMBL584046,CN(C)CCn1cc(S(=O)(=O)c2cccc(Cl)c2)c2cccnc21,intermediate,5000.0
CHEMBL565745,NCCn1cc(S(=O)(=O)c2cccc(Cl)c2)c2cccnc21,intermediate,5000.0
CHEMBL565552,CN(C)CCn1cc(S(=O)(=O)c2cccc3ccccc23)c2cccnc21,intermediate,5000.0
CHEMBL595449,CN(C)Cc1nc(-c2ccc(C(C)(C)C)cc2)n(-c2cccc(O)c2)n1,inactive,10000.0
CHEMBL1086626,Cc1[nH]c(-c2ccccc2)cc1C(=O)NCCCN1CCN(c2cccc(Cl)c2Cl)CC1,intermediate,1071.0
CHEMBL1086754,Cc1c(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)cc(-c2ccccc2)n1C,intermediate,2542.0
CHEMBL1086756,CCCn1c(-c2ccccc2)cc(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1C,intermediate,3736.0
CHEMBL1092929,O=C(CNC(=O)c1cccc(C(F)(F)F)c1)N[C@@H]1CCN(CCC2CCN(C(=O)c3ccccc3)CC2)C1,inactive,10000.0
CHEMBL1089881,O=C(CNC(=O)c1cccc(C(F)(F)F)c1)N[C@@H]1CCN(CCC2CCN(C(=O)c3ccccc3F)CC2)C1,inactive,10000.0
CHEMBL1092921,O=C(CNC(=O)c1cccc(C(F)(F)F)c1)N[C@@H]1CCN(CCC2CCN(C(=O)c3cc(F)ccc3F)CC2)C1,inactive,10000.0
CHEMBL1088874,O=C(CNC(=O)c1cccc(C(F)(F)F)c1)N[C@@H]1CCN(CCC2CCN(C(=O)c3ccccc3Cl)CC2)C1,inactive,10000.0
CHEMBL1093469,O=C(CNC(=O)c1cccc(C(F)(F)F)c1)N[C@@H]1CCN(CCN2CCN(C(=O)c3ccccc3)CC2)C1,inactive,10000.0
CHEMBL1092238,O=C(CNC(=O)c1cccc(C(F)(F)F)c1)N[C@@H]1CCN(CCN2CCN(C(=O)c3ccccc3Cl)CC2)C1,inactive,10000.0
CHEMBL1093802,O=C(CNC(=O)c1cccc(C(F)(F)F)c1)N[C@@H]1CCN(CCN2CCN(C(=O)c3ccccc3F)CC2)C1,inactive,10000.0
CHEMBL1089793,O=C(CNC(=O)c1cccc(C(F)(F)F)c1)N[C@@H]1CCN(CCN2CCN(C(=O)c3cc(F)ccc3F)CC2)C1,inactive,10000.0
CHEMBL1210154,C/C(=N\OC(=O)Nc1ccccc1)c1cccc(-c2cccs2)c1,inactive,10000.0
CHEMBL1222134,CC(C)N(c1cccc(N2CCN(C)CC2)c1)S(=O)(=O)c1ccc2ccccc2c1,inactive,10000.0
CHEMBL1222138,CC(C)N(c1cccc(N2CCN(C)CC2)c1)S(=O)(=O)c1ccccc1,inactive,10000.0
CHEMBL1222234,CC(C)N(c1cccc(N2CCN(C)CC2)c1)S(=O)(=O)c1cccc2ccccc12,inactive,10000.0
CHEMBL1222362,CN1CCN(c2cccc(N(C)S(=O)(=O)c3ccc4ccccc4c3)c2)CC1,inactive,10000.0
CHEMBL1222363,CCCN(c1cccc(N2CCN(C)CC2)c1)S(=O)(=O)c1ccc2ccccc2c1,inactive,10000.0
CHEMBL1222364,CCN(c1cccc(N2CCN(C)CC2)c1)S(=O)(=O)c1ccc2ccccc2c1,inactive,10000.0
CHEMBL1221449,CN1CCN(c2cccc(N(CC3CC3)S(=O)(=O)c3ccc4ccccc4c3)c2)CC1,inactive,10000.0
CHEMBL1221452,CN1CCN(c2cccc(N(Cc3ccccc3)S(=O)(=O)c3ccc4ccccc4c3)c2)CC1,inactive,10000.0
CHEMBL1221497,CN1CCN(c2cccc(NS(=O)(=O)c3ccc4ccccc4c3)c2)CC1,inactive,10000.0
CHEMBL1082723,C[C@H]1Cc2c([nH]c3cc(Cl)c(F)cc23)[C@@]2(N1)C(=O)Nc1ccc(Cl)cc12,inactive,10000.0
CHEMBL1276708,CCN1CCC[C@H]1CNC(=O)c1c(Cl)c(Cl)cc(O)c1OC,active,32.36
CHEMBL1276709,CCN1CCC[C@H]1CNC(=O)c1c(Cl)c(OC)cc(O)c1OC,active,70.79
CHEMBL1276738,CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1Br,active,7.943
CHEMBL1276739,CCc1ccc(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1Br,active,10.96
CHEMBL23464,CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(I)c1OC,active,0.6761
CHEMBL1276763,CCCc1cc(O)c(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1C,active,5.012
CHEMBL1276764,CCCc1c(Cl)cc(O)c(OC)c1C(=O)NC[C@@H]1CCCN1CC,active,109.65
CHEMBL1276765,CCc1ccc(O)c(OC)c1C(=O)NC[C@@H]1CCCN1CC,active,123.03
CHEMBL1276325,CCN1CCC[C@H]1CNC(=O)c1c(OC)c(O)cc(I)c1OC,active,0.2884
CHEMBL1276326,CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(SC)c1OC,active,1.096
CHEMBL1276327,CCc1cc(O)c(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1OC,active,1.288
CHEMBL1276350,CCCCc1ccc(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1OC,active,2.692
CHEMBL1276351,CCCc1ccc(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1,active,67.61
CHEMBL1276238,CCN1CCC[C@H]1CNC(=O)c1cc(Cl)ccc1OC,active,257.04
CHEMBL1276352,CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Cl)c1Cl,active,19.95
CHEMBL1276374,CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Cl)c1Br,active,5.623
CHEMBL1276268,CCN1CCC[C@H]1CNC(=O)c1cc(Br)ccc1OC,active,45.71
